,tampering_type,tampering_percentage,method,accuracy,precision,recall,AUC_all,AUC_R,AUC_G
21,K,60,LOF,0.371778941946066,0.6087761087675762,0.10066134137840332,,,
22,K,60,OCSVM,0.424068805481126,0.6758381860247981,0.21617364430670077,,,
23,K,60,TDA,0.6257520621282628,0.888634982743136,0.46141538326387943,0.6903866255708606,0.8468585888413055,0.6903866255708606
24,K,70,IsolationForest,0.3511094919687211,0.554243143816034,0.08838160198269178,,,
25,K,70,LOF,0.36031167617103677,0.5976523475561901,0.09532397843203717,,,
26,K,70,OCSVM,0.3938289703066842,0.6440627682882277,0.19095988874477418,,,
27,K,70,TDA,0.643163207993747,0.8944498341034789,0.4990816780965976,0.7491407760860072,0.8431015488371638,0.7491407760860072
28,K,80,IsolationForest,0.34822781860086316,0.6166201445916621,0.09770853017618582,,,
29,K,80,LOF,0.3513734658185282,0.6331306717336771,0.09977765430093986,,,
30,K,80,OCSVM,0.3899341116423925,0.6710580229416037,0.19628474648718044,,,
31,K,80,TDA,0.6305034689539117,0.8975227135958995,0.49252048625659794,0.7266219511477566,0.8340448092190134,0.7266219511477566
32,K,90,IsolationForest,0.33484771456819284,0.6225438130439872,0.09736947048123605,,,
33,K,90,LOF,0.3342905826519311,0.6246130298647806,0.09724743267586163,,,
34,K,90,OCSVM,0.3939343077736522,0.6792033354061363,0.21646484263177845,,,
35,K,90,TDA,0.5722638981415571,0.8904934959496382,0.4188682349263932,0.7375501104893156,0.8266255759856652,0.7375501104893156
36,N,10,IsolationForest,0.3565611902094308,0.12967531003617888,0.023598929265483116,,,
37,N,10,LOF,0.3451902815254737,0.07636889519108207,0.014076808433019955,,,
38,N,10,OCSVM,0.4153873883637378,0.3656663262829089,0.20621517759260244,,,
39,N,10,TDA,0.6034424506176961,0.81303538782364,0.38581313568554715,0.7691917646924373,0.9603460379598218,0.7691917646924373
40,N,20,IsolationForest,0.3424191432532664,0.15764129742067876,0.02795654312832492,,,
41,N,20,LOF,0.322982645044362,0.06750083103769518,0.012000994437937847,,,
42,N,20,OCSVM,0.38127274059363403,0.35612300338395575,0.1433690671333178,,,
43,N,20,TDA,0.6064787435298641,0.8521000813800665,0.3943592840701965,0.8145436667777328,0.9394057363308905,0.8145436667777328
44,N,30,IsolationForest,0.33011613599270595,0.22949990171032755,0.03999615892004858,,,
45,N,30,LOF,0.3013812042378215,0.09378142470162124,0.016350360826873845,,,
46,N,30,OCSVM,0.3731033669004337,0.3916781655543334,0.15970859623584346,,,
47,N,30,TDA,0.6295306403944053,0.8784006153114123,0.431122457277429,0.8110824227088059,0.894618098788808,0.8110824227088059
48,N,40,IsolationForest,0.3132197039980866,0.2168162208022907,0.03665525165912059,,,
49,N,40,LOF,0.2866741552070263,0.09156118304481192,0.015400233525586572,,,
50,N,40,OCSVM,0.3762491514613238,0.4409004809786172,0.15636623097352412,,,
51,N,40,TDA,0.5943206848879953,0.83740970738462,0.38253096960009536,0.8264297037884484,0.8803043995312303,0.8264297037884484
52,N,50,IsolationForest,0.29734872677450486,0.2103517371055903,0.03467097738762272,,,
53,N,50,LOF,0.2723124109292671,0.09285165365028025,0.01486538867823197,,,
54,N,50,OCSVM,0.3809967049187242,0.44052241715778184,0.191556331731309,,,
55,N,50,TDA,0.5751409466450159,0.8386831694272299,0.3705905341729849,0.8251557725901573,0.8690411635531525,0.8251557725901573
56,N,60,IsolationForest,0.29343747895869016,0.22571846785594632,0.036795959443397204,,,
57,N,60,LOF,0.26819395240652216,0.10628818057513152,0.017776392543867942,,,
58,N,60,OCSVM,0.3423035376677362,0.43097479269802813,0.14570839376483094,,,
59,N,60,TDA,0.6125397809512215,0.8868170231571915,0.43826052694943896,0.769411570163229,0.8610074962965397,0.769411570163229
60,N,70,IsolationForest,0.28542185524725183,0.24053797034583743,0.038834556552711494,,,
61,N,70,LOF,0.25866732719098834,0.11564035985965056,0.018914277145849347,,,
62,N,70,OCSVM,0.337154991425436,0.41622761015146975,0.13634989201032133,,,
63,N,70,TDA,0.5964548753742624,0.8689856657005988,0.42950962268681997,0.8005905929844896,0.8666659228750427,0.8005905929844896
64,N,80,IsolationForest,0.26490043667378244,0.26235392878652536,0.04168739742346672,,,
65,N,80,LOF,0.24086510303678266,0.15187852304681462,0.02313981650608565,,,
66,N,80,OCSVM,0.33990253084226874,0.48947495352647946,0.16847068667121232,,,
67,N,80,TDA,0.5868308390846967,0.8951024127622822,0.4344688738928923,0.8103800630389802,0.852412644787227,0.8103800630389802
68,N,90,IsolationForest,0.27150513038445273,0.2694468213686152,0.04317128093582073,,,
69,N,90,LOF,0.2487000765358892,0.15990568511314282,0.02850999854877181,,,
70,N,90,OCSVM,0.3414981829259752,0.49840632895862286,0.15365089588650074,,,
71,N,90,TDA,0.5594821920131409,0.8805372617530194,0.3900000638429102,0.7786366901774177,0.8391765338191411,0.7786366901774177
72,S,10,IsolationForest,0.7336485144794953,0.10066666504878038,0.0641879477908908,,,
73,S,10,LOF,0.7293423053036525,0.08156078484458666,0.05294764880789636,,,
74,S,10,OCSVM,0.6691741201265426,0.06382072086855832,0.0637753663877313,,,
75,S,10,TDA,0.7992873612922043,0.4737171030457694,0.36926140966551774,0.42466285582302554,0.9331492099770268,0.42466285582302554
76,S,20,IsolationForest,0.7224021863442728,0.10027513467164223,0.05747017370660445,,,
77,S,20,LOF,0.7165279776596638,0.07401615361061772,0.0437746438529044,,,
78,S,20,OCSVM,0.645557384150427,0.061335494171590545,0.06816224469091856,,,
79,S,20,TDA,0.8040759637126351,0.4988168809924183,0.3386287671419602,0.41912541608453996,0.9140372870854785,0.41912541608453996
80,S,30,IsolationForest,0.7066639904932529,0.09720553999569355,0.050483779394091335,,,
81,S,30,LOF,0.7011899751217164,0.07262801096013127,0.03754365886821619,,,
82,S,30,OCSVM,0.6294766508606916,0.04911662294781408,0.04194759143353773,,,
83,S,30,TDA,0.8052091102122508,0.5596536286771141,0.3495631914541348,0.4344511458214697,0.8465095931038673,0.4344511458214697
84,S,40,IsolationForest,0.70299996919889,0.09435573812873009,0.052416125195085046,,,
85,S,40,LOF,0.6995664069282995,0.07917133993935317,0.0463708833233032,,,
86,S,40,OCSVM,0.6333032555255373,0.05405126515713292,0.046557046080953526,,,
87,S,40,TDA,0.7952793047313047,0.4929238425706903,0.26259631394631405,0.40072545682119054,0.8141506247757503,0.40072545682119054
88,S,50,IsolationForest,0.6961528580901483,0.10421231904133631,0.04993186725547278,,,
89,S,50,LOF,0.6896034136963676,0.07402127196461743,0.03530839639026619,,,
90,S,50,OCSVM,0.628788196319185,0.06795357658040811,0.05311465903822902,,,
91,S,50,TDA,0.7786908063391648,0.4676919763017562,0.24587777750545337,0.4055137123805492,0.8021885625257147,0.4055137123805492
92,S,60,IsolationForest,0.6919825841794747,0.11114836133918893,0.059288955435845524,,,
93,S,60,LOF,0.6853849098071045,0.08153878015901404,0.04461686384803781,,,
94,S,60,OCSVM,0.6233216793784507,0.06686276692005451,0.061315060362196444,,,
95,S,60,TDA,0.7816175305426069,0.5263638003762511,0.295513877171607,0.45392739117218106,0.7939403479414358,0.45392739117218106
96,S,70,IsolationForest,0.6825578852550452,0.09184775869269457,0.0466617775654144,,,
97,S,70,LOF,0.6797846511784268,0.08026665489933453,0.041976925793984037,,,
98,S,70,OCSVM,0.6113320846529927,0.05447144190454718,0.045340529004755485,,,
99,S,70,TDA,0.7779209350804134,0.5396067129854089,0.2916129333948348,0.4065008231007933,0.794736289182303,0.4065008231007933
100,S,80,IsolationForest,0.6742031732746067,0.09791111586271453,0.04326331873824953,,,
101,S,80,LOF,0.6708881416099819,0.08338285409115595,0.03622748473623132,,,
102,S,80,OCSVM,0.6058663111370624,0.0670387725057108,0.04944707204474897,,,
103,S,80,TDA,0.7735212661953594,0.5694025620931907,0.30926700929519946,0.40982188307634415,0.7881452695588717,0.40982188307634415
104,S,90,IsolationForest,0.6695062437215573,0.12193348747634324,0.05231160599439691,,,
105,S,90,LOF,0.6656812501767476,0.10459508195488561,0.044994223600256476,,,
106,S,90,OCSVM,0.6096067208735193,0.07809279061469084,0.05758994222105056,,,
107,S,90,TDA,0.7466877037590407,0.4734058137830279,0.2338104121764087,0.4230304640331589,0.746810101088293,0.4230304640331589
